id_transacao,data_venda,cliente_id,nome_cliente,idade_cliente,genero_cliente,cidade_cliente,estado_cliente,renda_estimada,produto_id,nome_produto,categoria,marca,preco_unitario,quantidade,subtotal,desconto_percent,desconto_valor,valor_final,regiao,canal_venda,custo_produto,margem_lucro,vendedor_id,comissao_vendedor,mes,trimestre,dia_semana,periodo_dia,status_entrega,avaliacao_produto,tempo_entrega_dias,forma_pagamento,parcelas
TXN00000089,2023-12-23,CLI000114,Maria Santos,56,M,Recife,RJ,15829,PRD072,iPhone 15,Acessórios,Samsung,1438.54,5,7192.7,13,935.05,6257.65,Centro-Oeste,App Mobile,835.56,0.47,VEN012,54.51,3,4,Sábado,Noite,Em Trânsito,3.6,7,Boleto,9
TXN00000090,2023-09-20,CLI000161,Antonio Pereira,37,M,Maceió,SC,6954,PRD076,Nintendo Switch,Monitores,Microsoft,6059.59,2,12119.18,3,363.58,11755.6,Nordeste,Online,3506.45,0.43,VEN009,126.41,4,2,Sábado,Tarde,Em Trânsito,3.3,2,PIX,10
TXN00000091,2024-11-16,CLI001405,João Silva,67,F,Curitiba,PE,16715,PRD010,Smartwatch Garmin,Periféricos,Nintendo,1961.2,4,7844.8,14,1098.27,6746.53,Nordeste,Loja Física,898.37,0.34,VEN009,221.98,4,3,Domingo,Tarde,Em Trânsito,3.6,14,Cartão Crédito,3
TXN00000092,2023-08-16,CLI000664,Eduardo Gomes,59,F,Vitória,SP,17378,PRD028,Webcam HD,Periféricos,Dell,2426.06,4,9704.24,14,1358.59,8345.65,Nordeste,Loja Física,1444.63,0.31,VEN047,367.52,11,4,Terça,Tarde,Em Trânsito,4,12,Boleto,1
TXN00000093,2023-12-19,CLI000089,Carla Mendes,69,M,Maceió,MG,4703,PRD078,Nintendo Switch,Armazenamento,JBL,5813.38,3,17440.14,18,3139.23,14300.91,Nordeste,Telefone,1797.77,0.32,VEN044,230.77,12,2,Sábado,Manhã,Processando,3.2,8,Boleto,6
TXN00000094,2024-06-13,CLI000365,Beatriz Araújo,60,M,Maceió,SP,11311,PRD094,Carregador Wireless,Tablets,JBL,2026.29,3,6078.87,13,790.25,5288.62,Sul,Telefone,638.57,0.49,VEN012,421.31,6,1,Terça,Noite,Em Trânsito,4.8,4,Boleto,5
TXN00000095,2023-03-13,CLI001849,Felipe Nascimento,50,M,Salvador,GO,2789,PRD068,Fitbit Charge,Acessórios,Sony,3229.19,4,12916.76,24,3100.02,9816.74,Centro-Oeste,Marketplace,1026.04,0.17,VEN013,243.86,2,2,Domingo,Tarde,Processando,4.5,15,PIX,12
TXN00000096,2023-10-29,CLI000456,Roberto Lima,55,F,Salvador,MG,16745,PRD052,AirPods Pro,Periféricos,Fitbit,5221.62,2,10443.24,11,1148.76,9294.48,Sul,Loja Física,3310.04,0.37,VEN010,150.45,2,4,Quarta,Noite,Entregue,1.7,13,Cartão Crédito,1
TXN00000097,2023-07-30,CLI000966,Simone Dias,44,F,Curitiba,MG,2588,PRD098,iPhone 15,Smartphones,Dell,4466.7,5,22333.5,14,3126.69,19206.81,Sudeste,Telefone,1655.45,0.44,VEN002,202.54,5,3,Terça,Manhã,Em Trânsito,4.1,3,Boleto,5
TXN00000098,2023-01-14,CLI001861,Pedro Oliveira,41,F,São Paulo,SP,15074,PRD082,Cabo USB-C,Notebooks,Fitbit,2378.53,4,9514.12,17,1617.4,7896.72,Centro-Oeste,Telefone,776.48,0.59,VEN023,427.66,9,4,Quinta,Manhã,Em Trânsito,3.4,15,Cartão Débito,4
TXN00000099,2023-01-25,CLI000144,Antonio Pereira,53,F,Fortaleza,RJ,9387,PRD100,Monitor 4K,Notebooks,Apple,275.33,2,550.66,23,126.65,424.01,Norte,Telefone,156.11,0.24,VEN025,480.76,7,1,Sábado,Noite,Processando,2.3,14,Boleto,3
TXN00000100,2023-05-21,CLI000131,Ricardo Martins,69,F,Porto Alegre,BA,15790,PRD096,SSD 1TB,Audio,Fitbit,6190.64,5,30953.2,9,2785.79,28167.41,Sul,App Mobile,3041.72,0.35,VEN007,410.85,9,1,Domingo,Noite,Processando,3.8,8,Cartão Crédito,4
TXN00000101,2023-09-22,CLI001207,Maria Santos,32,F,Salvador,RS,12969,PRD071,Fitbit Charge,Smartphones,JBL,6736.17,2,13472.34,8,1077.79,12394.55,Centro-Oeste,Telefone,4010.98,0.54,VEN022,496.09,4,1,Quarta,Tarde,Processando,3.8,10,PIX,3
TXN00000102,2024-08-11,CLI001005,Marcos Ribeiro,60,F,Fortaleza,CE,6700,PRD005,Teclado Mecânico,Acessórios,Apple,532.22,2,1064.44,19,202.24,862.2,Nordeste,Online,270.66,0.57,VEN029,436.36,6,3,Sábado,Tarde,Em Trânsito,3.3,9,Cartão Crédito,9
TXN00000103,2024-10-05,CLI001039,Ricardo Martins,31,M,Brasília,GO,18880,PRD062,Nintendo Switch,Gaming,Dell,1052.6,5,5263,14,736.82,4526.18,Centro-Oeste,Telefone,391.07,0.53,VEN038,269.34,7,3,Sexta,Noite,Em Trânsito,4.3,6,PIX,12
TXN00000104,2023-12-15,CLI000728,Felipe Nascimento,62,M,Vitória,PR,10459,PRD016,Xbox Series X,Armazenamento,Apple,2911.85,1,2911.85,1,29.12,2882.73,Norte,Marketplace,1455.32,0.51,VEN048,110.46,12,3,Terça,Noite,Em Trânsito,3.2,4,Cartão Crédito,9
TXN00000105,2024-03-14,CLI001644,Carla Mendes,19,F,Aracaju,RS,14742,PRD030,Mouse Logitech,Notebooks,Logitech,4937.39,3,14812.17,17,2518.07,12294.1,Norte,App Mobile,3143.05,0.34,VEN003,236.7,12,3,Quarta,Noite,Em Trânsito,4.3,2,PIX,1
TXN00000106,2024-01-04,CLI000502,Maria Santos,65,F,Porto Alegre,MG,12292,PRD039,Apple Watch,Audio,Nintendo,142.26,1,142.26,11,15.65,126.61,Norte,Marketplace,46.37,0.29,VEN028,436.78,8,3,Sábado,Tarde,Entregue,1.5,15,Cartão Crédito,1
TXN00000107,2023-01-03,CLI001829,Maria Santos,37,M,Natal,SC,8582,PRD017,Película Protetora,Notebooks,Nintendo,54.42,4,217.68,1,2.18,215.5,Centro-Oeste,Loja Física,33.81,0.3,VEN016,495.19,2,2,Segunda,Tarde,Entregue,1.4,6,Cartão Débito,1
TXN00000108,2024-08-01,CLI000435,Lucia Ferreira,60,M,Recife,PR,14411,PRD025,Teclado Mecânico,Acessórios,JBL,5446.91,4,21787.64,6,1307.26,20480.38,Centro-Oeste,Loja Física,2253.17,0.23,VEN035,278.73,9,3,Quarta,Tarde,Entregue,2.7,4,Cartão Débito,7
TXN00000109,2023-12-30,CLI001782,Juliana Barbosa,50,F,Curitiba,CE,11685,PRD043,Kindle Paperwhite,Armazenamento,Garmin,2345.27,4,9381.08,16,1500.97,7880.11,Norte,Online,1472.22,0.5,VEN007,240.67,12,3,Terça,Manhã,Entregue,4.3,10,Cartão Débito,5
TXN00000110,2023-07-23,CLI000672,Carlos Souza,56,F,Curitiba,CE,15101,PRD081,Xbox Series X,Monitores,JBL,3314.9,1,3314.9,7,232.04,3082.86,Nordeste,App Mobile,1737.4,0.49,VEN007,182.41,3,1,Sexta,Tarde,Processando,4.5,4,PIX,10
TXN00000111,2023-01-02,CLI001750,Roberto Lima,31,M,Porto Alegre,SP,12267,PRD049,SSD 1TB,Audio,Microsoft,3065.23,3,9195.69,15,1379.35,7816.34,Norte,App Mobile,1883.54,0.18,VEN013,308.94,3,4,Quinta,Manhã,Em Trânsito,1.2,12,Boleto,2
TXN00000112,2023-03-15,CLI000362,Juliana Barbosa,21,M,Porto Alegre,RJ,13746,PRD089,SSD 1TB,Notebooks,Nintendo,1055.28,2,2110.56,9,189.95,1920.61,Centro-Oeste,Loja Física,711.2,0.24,VEN026,87.16,10,1,Segunda,Manhã,Processando,4,9,Cartão Crédito,8
TXN00000113,2023-02-10,CLI001822,Pedro Oliveira,19,F,Fortaleza,RS,19118,PRD004,Mouse Logitech,Gaming,Amazon,3678.73,4,14714.92,3,441.45,14273.47,Sul,Marketplace,1435.73,0.41,VEN012,180.94,8,2,Quarta,Manhã,Processando,2.4,15,PIX,7
TXN00000114,2024-09-02,CLI000648,Ana Costa,42,M,Florianópolis,CE,15462,PRD066,Cabo USB-C,Acessórios,Samsung,6715.74,3,20147.22,22,4432.39,15714.83,Centro-Oeste,Online,4324.35,0.5,VEN029,269.42,6,1,Quinta,Tarde,Em Trânsito,4.7,8,PIX,12
TXN00000115,2024-04-29,CLI001006,Juliana Barbosa,30,F,Florianópolis,SP,16071,PRD033,Echo Dot,Gaming,Dell,1069.25,2,2138.5,26,556.01,1582.49,Centro-Oeste,Loja Física,470.41,0.45,VEN037,286.06,6,3,Sexta,Noite,Entregue,2.3,2,Cartão Crédito,8
TXN00000116,2024-07-09,CLI000859,Eduardo Gomes,48,F,João Pessoa,PE,2249,PRD004,Fitbit Charge,Periféricos,JBL,3276.38,4,13105.52,28,3669.55,9435.97,Sudeste,Loja Física,1652.97,0.39,VEN007,231.54,12,3,Sexta,Tarde,Em Trânsito,2.3,5,Boleto,4
TXN00000117,2024-02-11,CLI001044,Felipe Nascimento,56,F,Maceió,CE,5840,PRD087,Chromecast,Acessórios,Xiaomi,2504.72,1,2504.72,16,400.76,2103.96,Norte,Loja Física,887.77,0.45,VEN028,432.02,2,3,Segunda,Tarde,Entregue,1.4,7,Cartão Crédito,3
TXN00000118,2023-12-14,CLI000827,Simone Dias,20,M,Brasília,MG,11211,PRD080,Mouse Logitech,Smartphones,Sony,7475.62,2,14951.24,24,3588.3,11362.94,Sudeste,Marketplace,3438.39,0.59,VEN043,103.25,6,3,Domingo,Tarde,Em Trânsito,3.7,8,Cartão Débito,6
TXN00000119,2024-08-10,CLI000430,Carlos Souza,57,M,Manaus,SP,16744,PRD056,Tablet Samsung,Monitores,Fitbit,5893.12,4,23572.48,10,2357.25,21215.23,Sul,Marketplace,2492.67,0.27,VEN013,176.88,6,3,Quinta,Manhã,Entregue,3.9,11,PIX,9
TXN00000120,2023-02-26,CLI000058,Mariana Cardoso,64,M,Natal,MG,18725,PRD022,Teclado Mecânico,Smartphones,Microsoft,4619.84,3,13859.52,19,2633.31,11226.21,Centro-Oeste,Loja Física,2218.58,0.37,VEN014,349.65,2,4,Sexta,Tarde,Entregue,1.2,7,Boleto,7
TXN00000121,2024-08-03,CLI000090,Beatriz Araújo,35,M,Salvador,PE,17822,PRD088,Kindle Paperwhite,Wearables,Apple,1638.9,1,1638.9,29,475.28,1163.62,Nordeste,Online,773.95,0.44,VEN004,496.76,11,3,Domingo,Manhã,Entregue,2.5,14,PIX,8
TXN00000122,2024-02-06,CLI001711,Patricia Alves,66,F,Recife,BA,2942,PRD014,Capa iPhone,Wearables,Apple,6503.01,4,26012.04,1,260.12,25751.92,Centro-Oeste,Marketplace,3845.12,0.59,VEN011,56.74,1,2,Terça,Tarde,Em Trânsito,2,10,Cartão Crédito,2
TXN00000123,2024-02-09,CLI001566,João Silva,67,M,Maceió,RS,16647,PRD023,Teclado Mecânico,Tablets,Sony,4231.22,5,21156.1,10,2115.61,19040.49,Sudeste,Marketplace,1760.08,0.4,VEN047,393.67,1,2,Segunda,Tarde,Em Trânsito,2.5,3,PIX,5
TXN00000124,2023-08-27,CLI001372,Simone Dias,52,F,Porto Alegre,RJ,6832,PRD014,Kindle Paperwhite,Gaming,Apple,6032,2,12064,4,482.56,11581.44,Sul,Marketplace,2746.95,0.34,VEN028,335.66,9,1,Sábado,Noite,Processando,2.7,14,Cartão Débito,9
TXN00000125,2024-01-26,CLI000262,Eduardo Gomes,31,M,João Pessoa,MG,13209,PRD030,Nintendo Switch,Acessórios,Samsung,1096.77,1,1096.77,24,263.22,833.55,Norte,Loja Física,694.74,0.43,VEN034,407.06,2,3,Domingo,Noite,Processando,2.4,14,Cartão Crédito,3
TXN00000126,2023-07-08,CLI001047,Marcos Ribeiro,25,M,Fortaleza,SP,6217,PRD005,Suporte Celular,Smartphones,Sony,5454.64,3,16363.92,23,3763.7,12600.22,Centro-Oeste,Marketplace,2999.14,0.29,VEN027,310.94,7,1,Domingo,Manhã,Em Trânsito,3.4,10,Cartão Débito,9
TXN00000127,2023-08-08,CLI001442,Patricia Alves,27,F,Curitiba,BA,17684,PRD058,Smartphone Xiaomi,Audio,Xiaomi,2929.57,4,11718.28,13,1523.38,10194.9,Centro-Oeste,Loja Física,1038.37,0.49,VEN030,422.32,9,4,Sábado,Noite,Processando,3.6,14,PIX,7
TXN00000128,2024-12-18,CLI001431,Patricia Alves,59,F,Salvador,PE,12642,PRD079,Kindle Paperwhite,Periféricos,Fitbit,5643.33,4,22573.32,5,1128.67,21444.65,Sudeste,Online,3317.76,0.55,VEN016,298.87,4,4,Quinta,Tarde,Em Trânsito,4,7,Cartão Crédito,12
TXN00000129,2023-01-27,CLI001995,Maria Santos,25,M,Aracaju,MG,4095,PRD041,Xbox Series X,Tablets,Apple,584.71,1,584.71,17,99.4,485.31,Centro-Oeste,Telefone,177.6,0.49,VEN039,366.23,7,2,Segunda,Noite,Processando,1.1,13,Cartão Débito,2
TXN00000130,2023-10-05,CLI001934,Ana Costa,64,M,Campo Grande,RJ,7558,PRD033,Nintendo Switch,Wearables,Apple,68.18,3,204.54,2,4.09,200.45,Centro-Oeste,Telefone,36.4,0.35,VEN018,152.72,4,2,Sábado,Manhã,Em Trânsito,2.5,10,Cartão Crédito,6
TXN00000131,2023-11-03,CLI001124,Ana Costa,36,M,Natal,RS,11113,PRD006,Chromecast,Wearables,Garmin,748.1,2,1496.2,13,194.51,1301.69,Nordeste,Telefone,475.12,0.57,VEN049,490.77,8,3,Quinta,Tarde,Entregue,4.2,12,Cartão Débito,5
TXN00000132,2023-11-24,CLI001203,Rodrigo Castro,38,M,Belo Horizonte,MG,14703,PRD009,Monitor 4K,Audio,JBL,6545.49,5,32727.45,13,4254.57,28472.88,Nordeste,Marketplace,2058.19,0.35,VEN014,273.41,3,1,Terça,Noite,Entregue,1.3,7,Boleto,11
TXN00000133,2024-12-13,CLI000936,Maria Santos,19,F,Maceió,RJ,5848,PRD043,Suporte Celular,Periféricos,Xiaomi,2938.87,4,11755.48,23,2703.76,9051.72,Sudeste,Telefone,1140.65,0.43,VEN023,222.64,11,2,Segunda,Noite,Em Trânsito,1.5,6,Cartão Crédito,2
TXN00000134,2023-03-01,CLI000265,Lucia Ferreira,69,M,Recife,PE,2182,PRD009,Tablet Samsung,Audio,Xiaomi,6426.93,3,19280.79,13,2506.5,16774.29,Norte,Loja Física,1958.3,0.59,VEN032,291.68,9,4,Sexta,Tarde,Entregue,3.5,12,PIX,9
TXN00000135,2023-07-20,CLI001261,Lucia Ferreira,35,M,Belo Horizonte,CE,3447,PRD021,iPad Pro,Notebooks,Amazon,4212.14,5,21060.7,15,3159.11,17901.6,Sudeste,App Mobile,2168.41,0.23,VEN015,314.1,2,3,Segunda,Noite,Processando,1.7,6,Boleto,10
TXN00000136,2023-09-01,CLI000866,Simone Dias,31,M,Natal,MG,3762,PRD024,Webcam HD,Acessórios,Fitbit,417.17,5,2085.85,29,604.9,1480.95,Sudeste,App Mobile,215.4,0.43,VEN017,462.71,8,4,Quinta,Manhã,Em Trânsito,1.7,12,Cartão Crédito,9
TXN00000137,2024-09-27,CLI000073,João Silva,20,M,João Pessoa,MG,8233,PRD030,Xbox Series X,Tablets,Logitech,1657.73,2,3315.46,17,563.63,2751.83,Norte,App Mobile,1134.21,0.45,VEN016,189.74,9,2,Sexta,Manhã,Entregue,3.8,2,Cartão Crédito,7
TXN00000138,2023-08-10,CLI001111,Eduardo Gomes,24,F,São Paulo,RJ,9495,PRD027,Smartwatch Garmin,Monitores,Dell,6480.3,3,19440.9,26,5054.63,14386.27,Norte,Telefone,3614.11,0.25,VEN013,254.51,11,3,Quinta,Manhã,Entregue,1.7,9,Cartão Débito,8
TXN00000139,2024-06-28,CLI000730,Ricardo Martins,32,M,Manaus,PR,7211,PRD016,Chromecast,Notebooks,Sony,435.56,2,871.12,29,252.62,618.5,Sudeste,Marketplace,232.68,0.29,VEN039,379.1,9,1,Sexta,Tarde,Processando,1.1,1,Cartão Débito,11
TXN00000140,2023-04-29,CLI001296,Eduardo Gomes,66,F,Aracaju,SC,6113,PRD015,Chromecast,Wearables,Samsung,2163.35,3,6490.05,23,1492.71,4997.34,Sul,Loja Física,1396.67,0.27,VEN017,170.88,9,2,Terça,Manhã,Em Trânsito,4.6,3,Boleto,9
TXN00000141,2023-12-29,CLI001984,Marcos Ribeiro,64,M,Goiânia,CE,13938,PRD096,iPad Pro,Acessórios,Fitbit,6433.25,2,12866.5,12,1543.98,11322.52,Nordeste,App Mobile,3374.83,0.4,VEN037,429.55,2,1,Quarta,Tarde,Em Trânsito,1.9,5,Cartão Débito,5
TXN00000142,2024-03-19,CLI000534,João Silva,24,F,Brasília,SC,10661,PRD052,iPhone 15,Notebooks,Microsoft,1018.92,2,2037.84,7,142.65,1895.19,Sul,Loja Física,429.76,0.26,VEN049,370.25,3,4,Sábado,Noite,Processando,2.6,2,Boleto,1
TXN00000143,2023-12-16,CLI001891,Beatriz Araújo,20,M,Recife,CE,14155,PRD011,Fone JBL,Gaming,Amazon,7905.31,2,15810.62,22,3478.34,12332.28,Centro-Oeste,App Mobile,2518.67,0.36,VEN048,100.83,3,3,Quinta,Manhã,Entregue,1.5,5,Boleto,5
TXN00000144,2023-04-18,CLI000142,Rodrigo Castro,30,F,Florianópolis,MG,3615,PRD084,iPhone 15,Gaming,Fitbit,7123.18,5,35615.9,8,2849.27,32766.63,Centro-Oeste,Online,4295.65,0.44,VEN044,85.86,4,4,Sábado,Manhã,Processando,4.3,5,Cartão Crédito,5
TXN00000145,2023-05-05,CLI000932,Marcos Ribeiro,20,M,Brasília,SP,4496,PRD026,Película Protetora,Wearables,Amazon,6428.09,4,25712.36,24,6170.97,19541.39,Sul,Telefone,2967.13,0.3,VEN007,494.42,10,2,Quarta,Noite,Em Trânsito,4.2,15,PIX,2
TXN00000146,2023-04-20,CLI001262,Marcos Ribeiro,59,M,Belém,SP,5567,PRD053,Dell XPS 13,Acessórios,Nintendo,417.83,4,1671.32,20,334.26,1337.06,Norte,Online,264.03,0.5,VEN025,368.27,8,1,Sexta,Tarde,Entregue,1.8,4,Boleto,6
TXN00000147,2023-09-18,CLI001617,Ricardo Martins,63,F,Manaus,MG,8133,PRD030,Dell XPS 13,Audio,Sony,7457.16,3,22371.48,30,6711.44,15660.04,Sudeste,Online,4545.18,0.22,VEN008,218.75,9,3,Quarta,Manhã,Processando,2.5,11,PIX,4
TXN00000148,2023-03-02,CLI001056,João Silva,31,F,Salvador,RS,2042,PRD066,Capa iPhone,Smartphones,Dell,5745.45,5,28727.25,28,8043.63,20683.62,Sul,Loja Física,2559.41,0.47,VEN022,163.54,7,1,Domingo,Manhã,Em Trânsito,3.9,3,Boleto,9
TXN00000149,2023-06-15,CLI001906,Simone Dias,22,F,Salvador,GO,11513,PRD093,Cabo USB-C,Monitores,Logitech,3670.1,3,11010.3,23,2532.37,8477.93,Nordeste,Online,1354.52,0.2,VEN002,102.35,12,3,Quarta,Tarde,Em Trânsito,3.9,14,Boleto,7
TXN00000150,2023-05-29,CLI000237,Roberto Lima,50,F,Campo Grande,GO,13107,PRD033,Fone JBL,Audio,Samsung,122.46,5,612.3,20,122.46,489.84,Nordeste,Loja Física,54.7,0.45,VEN028,309.91,12,2,Segunda,Tarde,Processando,2.9,9,Boleto,10
TXN00000151,2023-06-01,CLI001265,Juliana Barbosa,31,F,Florianópolis,RJ,12022,PRD006,iPad Pro,Acessórios,Garmin,565.7,2,1131.4,6,67.88,1063.52,Centro-Oeste,Loja Física,257.11,0.43,VEN029,238.66,7,3,Domingo,Manhã,Entregue,2.7,10,Cartão Crédito,6
TXN00000152,2024-02-06,CLI001611,Mariana Cardoso,21,F,Maceió,MG,12520,PRD050,Suporte Celular,Monitores,Samsung,609.31,3,1827.93,10,182.79,1645.14,Norte,App Mobile,215.18,0.42,VEN038,93.56,5,1,Segunda,Noite,Em Trânsito,3.8,4,Cartão Débito,7
TXN00000153,2024-06-20,CLI000330,Eduardo Gomes,47,M,Natal,SP,9407,PRD088,Mouse Logitech,Acessórios,Fitbit,6499.37,5,32496.85,21,6824.34,25672.51,Norte,Telefone,3064.39,0.31,VEN049,102.87,10,1,Terça,Noite,Processando,3.3,2,Cartão Crédito,9
TXN00000154,2024-06-01,CLI000322,João Silva,22,M,Rio de Janeiro,MG,9613,PRD076,Monitor 4K,Notebooks,Sony,508.39,5,2541.95,4,101.68,2440.27,Centro-Oeste,Telefone,249.51,0.43,VEN050,101.45,11,4,Terça,Manhã,Em Trânsito,3.2,13,PIX,3
TXN00000155,2023-02-05,CLI001840,Juliana Barbosa,21,M,São Paulo,PE,6283,PRD087,Power Bank,Monitores,Xiaomi,1263.75,2,2527.5,16,404.4,2123.1,Norte,Telefone,878.33,0.39,VEN043,316.46,1,3,Quinta,Tarde,Entregue,1.1,11,Cartão Débito,7
TXN00000156,2023-09-29,CLI001813,Maria Santos,30,F,Campo Grande,SC,13351,PRD043,Chromecast,Audio,Sony,1916.49,5,9582.45,5,479.12,9103.33,Sudeste,Loja Física,1251.7,0.48,VEN014,103.19,10,3,Terça,Tarde,Entregue,1,12,Cartão Crédito,5
TXN00000157,2023-02-01,CLI000847,João Silva,27,M,Florianópolis,RJ,4641,PRD039,iPad Pro,Periféricos,Samsung,2248.35,3,6745.05,18,1214.11,5530.94,Norte,Marketplace,1558.72,0.45,VEN023,417.41,11,4,Sábado,Tarde,Entregue,2.8,1,Boleto,7
TXN00000158,2023-06-24,CLI000876,Fernanda Rocha,41,F,Belo Horizonte,PE,15566,PRD074,Power Bank,Wearables,Sony,6908.16,1,6908.16,23,1588.88,5319.28,Norte,App Mobile,4795.35,0.37,VEN002,398.87,5,2,Quarta,Noite,Entregue,3.6,5,Cartão Crédito,2
TXN00000159,2024-08-29,CLI000995,Patricia Alves,54,M,Porto Alegre,PE,4963,PRD062,Monitor 4K,Smartphones,Garmin,5805.28,3,17415.84,23,4005.64,13410.2,Sudeste,Online,3725.08,0.55,VEN041,252.28,5,2,Terça,Manhã,Processando,3.3,8,Boleto,10
TXN00000160,2023-11-17,CLI001312,Marcos Ribeiro,28,M,Campo Grande,PR,19346,PRD066,Tablet Samsung,Audio,Garmin,1763.18,3,5289.54,24,1269.49,4020.05,Centro-Oeste,Telefone,861.3,0.15,VEN015,491.97,11,1,Sexta,Manhã,Entregue,4.4,6,Cartão Crédito,9
TXN00000161,2024-08-30,CLI000501,Rodrigo Castro,19,F,Belo Horizonte,PE,19538,PRD050,PlayStation 5,Periféricos,Samsung,1836.97,3,5510.91,24,1322.62,4188.29,Sul,Online,1038.61,0.51,VEN025,127.96,12,2,Quarta,Noite,Em Trânsito,2.4,1,Cartão Crédito,10
TXN00000162,2024-06-24,CLI000462,Carla Mendes,21,M,Manaus,MG,10309,PRD018,Webcam HD,Monitores,Amazon,2658.03,1,2658.03,3,79.74,2578.29,Nordeste,Telefone,1718.08,0.55,VEN043,498.77,4,4,Segunda,Manhã,Entregue,4.3,2,Cartão Débito,10
TXN00000163,2023-04-08,CLI001159,Patricia Alves,37,M,Teresina,BA,4858,PRD096,SSD 1TB,Smartphones,Xiaomi,7491.63,4,29966.52,4,1198.66,28767.86,Sudeste,Telefone,4451.53,0.15,VEN028,58.84,2,1,Terça,Noite,Processando,3.3,1,Boleto,7
TXN00000164,2023-09-21,CLI001656,João Silva,65,M,Rio de Janeiro,SC,12199,PRD015,Fone JBL,Acessórios,Garmin,1904.29,3,5712.87,1,57.13,5655.74,Sul,Telefone,636.65,0.53,VEN003,315.04,10,4,Quinta,Manhã,Entregue,4.6,13,Cartão Crédito,11
TXN00000165,2024-04-15,CLI000583,João Silva,69,M,Belo Horizonte,SP,17609,PRD092,Samsung Galaxy S24,Audio,Dell,487.52,3,1462.56,15,219.38,1243.18,Norte,Telefone,164.4,0.34,VEN044,425.66,6,1,Domingo,Manhã,Em Trânsito,1.7,1,Cartão Débito,9
TXN00000166,2024-10-23,CLI000162,Ana Costa,47,M,Belo Horizonte,RJ,12374,PRD044,Película Protetora,Acessórios,Samsung,6105.77,1,6105.77,16,976.92,5128.85,Sul,Loja Física,3511.92,0.5,VEN020,105.98,7,2,Quinta,Manhã,Entregue,1.2,6,Cartão Débito,1
TXN00000167,2023-11-08,CLI000282,Carlos Souza,49,M,Maceió,PR,3094,PRD020,Película Protetora,Notebooks,Apple,7515.52,4,30062.08,18,5411.17,24650.91,Norte,Telefone,2716.1,0.24,VEN022,338.28,6,4,Sexta,Noite,Entregue,2.5,1,PIX,5
TXN00000168,2024-08-09,CLI000684,Ana Costa,51,M,Campo Grande,MG,8612,PRD039,Sony WH-1000XM5,Acessórios,Garmin,3345.72,4,13382.88,2,267.66,13115.22,Norte,Telefone,1341.41,0.54,VEN004,202.13,3,3,Quinta,Tarde,Entregue,1.1,6,PIX,4
TXN00000169,2024-09-21,CLI000789,Carla Mendes,46,M,Brasília,GO,4138,PRD086,iPhone 15,Periféricos,Microsoft,7901.06,2,15802.12,15,2370.32,13431.8,Sul,App Mobile,2619.61,0.59,VEN028,430.43,11,4,Sexta,Tarde,Entregue,3.1,12,PIX,5
TXN00000170,2024-02-22,CLI001143,Juliana Barbosa,28,F,Curitiba,PR,3520,PRD012,Apple Watch,Tablets,Microsoft,2068.03,1,2068.03,25,517.01,1551.02,Nordeste,Online,1222.61,0.49,VEN008,145.22,12,4,Sexta,Noite,Entregue,4.9,3,PIX,10
TXN00000171,2023-07-13,CLI001181,Mariana Cardoso,41,M,Maceió,SC,18883,PRD033,Cabo USB-C,Monitores,Sony,7923.87,4,31695.48,2,633.91,31061.57,Norte,Online,4530.47,0.23,VEN007,147.04,3,3,Quinta,Tarde,Processando,3.2,2,Boleto,10
TXN00000172,2023-03-31,CLI001848,Maria Santos,58,F,Rio de Janeiro,MG,7873,PRD054,Kindle Paperwhite,Audio,JBL,4671.11,5,23355.55,28,6539.55,16816,Nordeste,App Mobile,2899.89,0.29,VEN033,317.78,11,1,Segunda,Noite,Entregue,3,11,Boleto,8
TXN00000173,2024-02-07,CLI000744,Lucia Ferreira,25,F,Teresina,CE,11255,PRD002,Cabo USB-C,Audio,Amazon,4003.47,4,16013.88,2,320.28,15693.6,Sudeste,Online,2534.55,0.16,VEN014,110.22,9,1,Domingo,Tarde,Processando,2.3,4,Cartão Crédito,10
TXN00000174,2024-06-09,CLI000272,Carla Mendes,58,M,Belém,GO,19788,PRD005,AirPods Pro,Notebooks,Sony,7341.01,2,14682.02,2,293.64,14388.38,Centro-Oeste,Online,2554.48,0.48,VEN027,412.64,11,4,Sábado,Noite,Em Trânsito,3.5,13,Cartão Crédito,12
TXN00000175,2023-01-31,CLI000932,Marcos Ribeiro,20,M,Brasília,SP,4496,PRD017,Webcam HD,Acessórios,Microsoft,748.13,5,3740.65,5,187.03,3553.62,Norte,Loja Física,278.64,0.23,VEN002,420.76,6,1,Sábado,Noite,Processando,3.6,9,Cartão Débito,10
TXN00000176,2024-01-30,CLI000266,Mariana Cardoso,38,F,São Paulo,MG,17527,PRD065,Power Bank,Audio,Samsung,349.63,5,1748.15,2,34.96,1713.19,Sul,Loja Física,135.21,0.45,VEN049,289.05,6,3,Quinta,Manhã,Em Trânsito,1.7,3,PIX,3
TXN00000177,2024-05-01,CLI001548,Mariana Cardoso,58,F,Curitiba,RS,13458,PRD025,Cabo USB-C,Armazenamento,Fitbit,5532.64,4,22130.56,10,2213.06,19917.5,Sudeste,App Mobile,1754.5,0.33,VEN050,197.28,2,1,Segunda,Tarde,Em Trânsito,1,5,Boleto,4
